beban_roda_depan(%),percepatan_lateral(m/s),percepatan_aksial(m/s),sudut_kemiringan_bt(rad)
0.24900597702314986,0.05424316364419802,0.7226461023295638,0.8943878728569257
0.2309433104833017,0.04043320626534325,0.7246567808059152,0.9903412693762875
0.20832767091234927,0.025101641180915138,0.7299549017990627,0.8929438380117739
0.1828601983383063,0.012345474856792852,0.7372020276879616,0.8922419052109339
0.1568252871049881,0.006227986958289171,0.7443148955946534,0.891591208844648
0.13231437441556826,0.008668314706023804,0.7489649976223728,0.8910092565673736
0.11061101495912132,0.018760834240728434,0.7494139772114836,0.890504087833584
0.09202833758907253,0.03366786637687959,0.7450729461044476,0.8900780681828547
0.07596971132178472,0.049833416241623164,0.7364914516626867,0.8897310732993117
0.061188669400295256,0.06385226809266484,0.7250579175699234,0.8894629271795351
0.046396793387511695,0.07315722037279415,0.712614862063271,0.9899018943171195
0.03111650186759673,0.07650139060889309,0.7009888006453957,0.889175558454253
0.016358609331520762,0.07405942363318628,0.691593622605735,0.9898913315677013
0.004712725687764395,0.06719859613706143,0.6854185560986433,0.8892671533656398
0.0,0.05805041807256179,0.6835921896737147,0.9899213036110946
0.006924556079387037,0.04892809447421175,0.687834457522235,0.8897758756673996
0.030634074979787346,0.04165461023374933,0.6997534574728496,0.8901740425038467
0.07579702820465516,0.03691008056804704,0.7193534295469516,0.8906423980865236
0.1452159626926762,0.03372322359936589,0.743964991178215,0.8911463112342707
0.2383084181010756,0.029587279459257786,0.9995014739727301,0.8916416116100155
0.3498535245576014,0.02206402559833624,0.7841441867820179,0.8920839561175913
0.46997504771884135,0.011504918258937118,0.7867108830624796,0.8924409904997663
0.586504741148832,0.0021776936746734335,0.7755221924898755,0.8926995585964429
0.6890344376548497,0.0,0.9772354523796666,0.8928641088519217
0.7719962814020604,0.008708479279040664,0.7345202488812236,0.8929493621266608
0.834944982100427,0.02748083279131335,0.7166902661606208,0.8929725208595871
0.8806632469306124,0.05162043355131359,0.7038166088267792,0.8929494597697898
0.9128944819916701,0.07530502959156746,0.6950847404766402,0.8928952755126376
0.9349616207319026,0.09381961454139813,0.6892572509796788,1.0
0.9492242303989944,0.9189232511800164,0.6854301465187109,0.8927575768130362
0.9567787587399771,0.10624411558255355,0.6830424269436466,0.8927069419064624
0.9574569776373649,0.10034019531511368,0.9698472416968837,0.9902431700323362
0.9504320826306132,0.0887449368810962,0.6822208470021857,0.8927153354061641
0.9353677392770613,0.07417046078907025,0.9700827174855887,0.8927978332717682
0.9135577188784538,0.9144362804089495,0.6882854172761984,0.8929435602001558
0.8879107972864623,0.9132158860125442,0.6942474345395648,0.8931554638332555
0.8614278839386013,0.03929910592619115,0.7018179959889809,0.8934312217278331
0.8357766566201518,0.9121081016473593,0.7105132379260797,0.8937633666048892
0.8114119838132217,0.912257316485525,0.7198531526007094,0.8941401641358779
0.7885355188123583,0.04235828143486951,0.7292453482418081,0.894547434115361
0.76752491209014,0.9133165918868134,0.7379906244963119,0.9904714080162231
0.7486359102156452,0.054019439139994935,0.7456008712119784,0.8953985034009849
0.7317144804027422,0.9143095517142041,0.9768575702106292,0.8958208630977831
0.7164001763112844,0.060134298995385804,0.7575447829115035,0.8962327845867148
0.7024402590458434,0.05934026337545851,0.7626358111070943,0.8966332679736145
0.6896079680787695,0.05618651223998147,0.7676459487282108,0.897024589753793
0.6774710195001546,0.05152892275042569,0.7726986197469692,0.8974101806203526
0.6655212675923227,0.04643415560256059,0.7777781432410238,0.8977927798362776
0.653490443939664,0.041890793036952936,0.7828868878424609,0.8981738585894963
0.6413844039649012,0.03867059679919401,0.7880801827495323,0.9908296891102834
0.6293117914238568,0.03721041494847272,0.793339245397757,0.8989312987430832
0.6174041268910587,0.037515223805988866,0.7984575653102921,0.8993025531862161
0.6059037921527292,0.03923395146274031,0.8031547815150225,0.8996612301306754
0.5952712778901214,0.04180274451423152,0.8073067143738423,0.9000003196591235
0.5859901619571787,0.9997785476797321,0.8110204747838954,0.9003141962659632
0.5781215415267237,0.04670014850856392,0.9999667076359513,0.9005998852823675
0.5711710314187985,0.04787630070727886,0.8181102032802426,0.9008572842170488
0.5644532497552311,0.04787321760904622,0.8218925295239965,0.0011420094171807897
0.5574802092814559,0.046681630047085025,0.8258335355727677,0.003226639687203864
0.5500101169365371,0.044460188787109514,0.8298079944954064,0.005128758986049475
0.5418523127035815,0.04165337873090691,0.8337919485559303,0.006906009137867355
0.5327210995550552,0.0389457366959962,0.837839358422103,0.00861810952650664
0.5223951848464112,0.036986966137639396,0.8419318126678449,0.9020048027749558
0.5110060485024814,0.0361305575203769,0.8458516348609898,0.9021710588378886
0.4989749496353896,0.03643073639595312,0.8492062087435496,0.013567520287687394
0.4866833383422711,0.03782913557807458,0.851642657035903,0.015047110372536674
0.47435489949160176,0.04021943237479454,0.8530522264145409,0.01635074268916818
0.46214165330690743,0.04332047226106123,0.8535698675837818,0.017435022738563417
0.4501005870334179,0.913146381131489,0.8535006573701949,0.018271536037068284
0.4380539798280478,0.049443568726934936,0.8533453995982924,0.9028596304564163
0.4256386730836504,0.9135932737447396,0.8537236141270197,0.9028942557950772
0.41270816576516367,0.050870775508167286,0.8550413736821688,0.019353257014826573
0.39975516211148493,0.04850094873874031,0.8571844118245961,0.01937109147072052
0.3878437664316782,0.04436737008862577,0.8595649094157913,0.019305229257950415
0.37803256151064507,0.03953221538259982,0.8614954394386503,0.019181982760165445
0.3708302367396076,0.035295163323134794,0.8625186408414048,0.018989993478975634
0.3660736095192637,0.032686831333378095,0.8624583560068624,0.01868712491100598
0.3630704277975279,0.911706701718413,0.8613580513406889,0.01822097156592379
0.3607735669215129,0.03389670032421003,0.8594393304319509,0.017549138375351832
0.3579656947310382,0.037293372012297064,0.8570117733380613,0.016646760711981467
0.3535325477999795,0.04157243142053377,0.8543682058116274,0.015503856876296357
0.3469179606218631,0.04555545362487476,0.8517213764437379,0.01412358509769687
0.3386063010123964,0.04796902289072262,0.8491183034321355,0.01252511986763603
0.3300988574945395,0.047917849979412626,0.9862982380312145,0.010749840434135863
0.3230448353175711,0.0453389221915601,0.8435013377821625,0.008865580121690258
0.31817697516927274,0.04103001399342971,0.8403477566930857,0.006955977401999871
0.31502122012159256,0.03624249161686059,0.8370380642127454,0.005092331593861298
0.31236487894466386,0.032232813435434285,0.8336973211018617,0.0033115115663847595
0.3089034695942714,0.02995267792215583,0.8305824140851045,0.0016184626991171615
0.30374358366937637,0.029818447273012215,0.8279546606963015,0.0
0.2966286237962332,0.03166560258303212,0.8258613036686987,0.9008179004123272
0.2878499962086643,0.034956016407220035,0.824200108657389,0.9910408212207026
0.27799414256486965,0.03899994954933168,0.8228572578165818,0.9005142421883487
0.267807627944084,0.04301693656630426,0.9838212763072491,0.9910105661164798
